,Age,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,Gender_Female,Gender_Male,Customer_Type,Business,Class_level,label
251,65,419,1,4,1,4,5,1,5,5,3,4,3,3,4,5,85,65.0,0,1,1,0.0,1,0
252,48,373,2,1,2,2,5,2,5,5,3,4,2,4,3,5,18,4.0,0,1,1,0.0,1,0
253,62,2521,4,5,4,3,4,1,1,5,3,5,4,1,4,1,7,30.0,0,1,1,0.0,1,0
254,43,550,4,0,4,3,1,4,1,1,3,3,5,3,4,1,0,0.0,0,1,1,0.0,1,1
255,69,948,2,0,3,1,2,3,4,5,5,3,5,2,5,4,31,8.0,1,0,1,0.0,1,0
256,69,583,5,4,5,1,4,4,5,1,1,5,1,5,1,4,0,0.0,1,0,1,0.0,0,1
257,51,268,2,3,0,5,5,5,5,5,5,0,5,2,5,5,0,0.0,1,0,1,0.0,0,0
258,7,529,0,3,0,1,1,0,1,1,1,2,2,1,3,1,1,5.0,0,1,1,0.0,1,1
259,61,216,2,4,2,2,2,2,2,2,4,5,4,5,4,2,0,0.0,0,1,1,0.0,1,0
260,39,651,2,0,2,4,2,2,2,2,5,3,4,4,4,2,0,2.0,1,0,1,0.0,1,0
261,30,200,2,2,0,2,4,0,4,4,1,4,2,4,1,4,0,23.0,1,0,1,0.0,1,0
262,58,589,3,4,3,4,4,3,4,4,4,5,5,5,4,4,8,20.0,0,1,1,0.0,1,0
263,50,1608,1,2,1,3,1,2,4,3,3,1,3,1,3,1,0,0.0,1,0,1,0.0,1,0
264,12,325,4,2,4,4,5,4,5,5,1,1,4,1,3,5,0,0.0,1,0,1,0.0,1,1
265,50,106,5,2,5,3,3,4,4,2,2,5,2,1,2,2,0,0.0,1,0,1,0.0,1,1
266,36,2537,3,2,4,3,3,4,3,3,2,4,3,4,3,3,0,0.0,1,0,1,0.0,1,0
267,39,306,3,5,3,2,5,3,5,5,4,5,5,5,4,5,37,19.0,1,0,1,0.0,1,0
268,18,1597,4,1,3,2,3,3,3,3,3,1,2,2,3,3,0,0.0,1,0,1,0.0,0,1
269,34,2486,3,1,3,3,2,3,2,2,2,2,2,3,3,2,0,0.0,1,0,1,0.0,1,0
270,8,759,5,5,5,1,1,5,1,1,2,1,4,3,5,1,0,0.0,1,0,1,0.0,1,1
271,30,456,0,2,0,3,3,0,3,3,3,1,4,3,4,3,3,0.0,1,0,1,0.0,1,1
272,52,646,1,5,1,3,4,3,1,3,3,1,4,1,3,1,0,0.0,1,0,1,0.0,1,0
273,16,570,4,4,4,3,1,4,1,1,5,5,4,4,5,1,4,0.0,0,1,1,0.0,1,1
274,29,980,2,5,2,3,3,2,3,3,4,1,3,2,1,3,0,0.0,1,0,1,0.0,1,0
275,41,523,3,3,3,3,3,3,3,3,4,2,4,3,4,3,0,72.0,0,1,1,0.0,1,0
276,61,511,4,4,4,1,1,4,1,1,4,5,5,4,4,1,0,0.0,0,1,1,0.0,1,1
277,32,507,5,4,5,3,2,5,2,2,5,3,4,3,5,2,1,3.0,0,1,1,0.0,1,1
278,45,446,4,4,4,4,3,4,4,1,1,4,1,5,1,5,20,30.0,1,0,1,0.0,2,0
279,30,500,3,2,3,4,5,3,5,5,2,3,3,4,3,5,0,13.0,0,1,1,0.0,1,0
280,49,484,3,0,3,3,5,4,5,4,4,3,4,3,4,3,12,8.0,1,0,1,0.0,1,0
281,37,431,0,4,0,5,4,0,4,4,4,3,4,5,5,4,9,23.0,1,0,1,0.0,1,1
282,25,912,0,3,1,2,3,1,2,3,3,1,2,5,1,3,0,0.0,0,1,1,0.0,1,1
283,38,587,4,4,4,3,3,5,4,1,1,4,1,3,1,5,29,18.0,0,1,1,0.0,2,0
284,67,692,1,5,1,2,3,4,4,5,5,1,5,4,5,5,0,0.0,1,0,1,0.0,0,0
285,32,948,0,1,0,3,1,0,1,1,2,2,1,1,3,1,0,0.0,0,1,1,0.0,1,1
286,33,479,2,2,2,3,1,2,1,1,3,5,4,3,4,1,0,0.0,0,1,1,0.0,2,0
287,29,646,1,5,1,2,5,1,5,5,2,1,2,5,1,5,0,0.0,0,1,1,0.0,1,0
288,13,255,4,5,4,3,2,4,2,2,1,2,5,3,5,2,0,0.0,1,0,1,0.0,1,1
289,31,468,4,4,1,4,3,1,3,3,5,5,5,2,2,3,0,11.0,0,1,1,0.0,1,0
290,65,1892,2,1,2,3,2,2,2,2,3,3,2,4,2,2,28,10.0,0,1,1,0.0,1,0
291,25,944,2,2,2,4,2,1,1,1,5,3,3,1,3,1,126,135.0,1,0,1,0.0,1,0
292,43,2288,5,1,5,2,1,5,1,1,3,4,2,4,1,1,32,22.0,0,1,1,0.0,1,1
293,16,1009,5,5,5,4,4,5,4,4,3,2,4,5,4,4,26,15.0,0,1,1,0.0,1,1
294,48,404,2,4,2,1,4,5,5,2,2,2,4,3,2,4,0,0.0,1,0,1,0.0,1,0
295,45,817,1,3,1,5,5,1,5,5,4,4,5,4,4,5,0,0.0,0,1,1,0.0,0,0
296,25,581,4,5,4,4,4,4,4,4,5,2,4,5,4,4,2,4.0,1,0,1,0.0,1,1
297,49,2486,0,2,1,4,2,1,3,2,1,1,4,4,3,2,0,0.0,0,1,0,0.0,1,1
298,10,774,5,2,5,3,4,5,2,4,2,4,3,2,3,4,0,0.0,0,1,1,0.0,0,1
299,52,1194,5,5,5,5,2,5,2,2,4,3,3,3,5,2,0,0.0,0,1,1,0.0,1,1
300,16,134,2,5,0,4,3,0,3,3,1,3,3,4,4,3,0,0.0,0,1,1,0.0,1,0
301,48,1438,0,5,0,3,3,4,4,4,4,0,2,5,4,3,8,0.0,1,0,1,0.0,1,1
302,51,1598,0,5,0,2,3,0,1,3,3,2,3,3,4,3,1,1.0,0,1,1,0.0,1,1
303,13,604,0,4,0,2,1,0,1,1,5,3,5,4,4,1,0,0.0,0,1,1,0.0,1,1
304,14,277,5,2,2,4,3,2,3,3,3,2,4,4,4,3,0,0.0,1,0,1,0.0,1,1
305,42,2475,5,1,5,1,2,1,1,2,2,5,2,3,2,1,11,0.0,1,0,1,0.0,2,1
306,54,991,4,4,4,5,2,4,2,2,3,2,5,4,4,2,0,0.0,0,1,1,0.0,0,1
307,53,405,3,5,3,3,5,1,5,2,2,3,2,1,2,5,9,5.0,1,0,1,0.0,1,0
308,25,432,4,5,4,3,4,4,4,4,4,2,4,4,5,4,0,11.0,1,0,1,0.0,1,0
309,42,248,3,5,3,1,2,5,5,3,3,3,2,5,3,5,5,1.0,1,0,1,0.0,2,0
310,60,121,0,1,0,1,1,0,1,1,3,4,1,4,2,1,0,0.0,0,1,1,0.0,1,1
311,14,862,3,4,3,3,2,3,2,2,3,3,5,4,4,2,58,39.0,1,0,1,0.0,1,0
312,16,667,5,5,5,5,2,5,2,2,4,4,4,3,5,2,0,0.0,0,1,1,0.0,1,1
313,31,1165,4,4,4,1,2,4,2,2,5,5,5,5,4,2,44,4.0,0,1,1,0.0,1,1
314,12,592,4,2,4,3,3,4,3,3,2,4,4,1,4,3,0,0.0,0,1,1,0.0,1,1
315,41,558,0,4,0,4,5,0,3,5,5,4,4,5,5,5,0,0.0,0,1,1,0.0,1,1
316,8,282,4,4,4,3,2,4,3,2,5,4,4,4,5,2,5,14.0,0,1,1,0.0,1,0
317,9,316,3,3,3,1,4,3,4,4,1,4,2,2,5,4,0,0.0,1,0,1,0.0,1,0
318,38,338,1,4,1,4,2,5,4,1,1,1,1,4,1,3,0,0.0,0,1,1,0.0,2,0
319,35,216,3,0,3,3,2,3,2,2,3,5,3,3,5,2,0,0.0,0,1,1,0.0,1,0
320,9,349,2,2,2,2,1,2,1,1,1,5,2,1,3,1,19,29.0,0,1,1,0.0,1,0
321,20,187,4,4,4,2,1,4,1,1,4,3,5,3,4,1,0,0.0,1,0,1,0.0,1,1
322,51,920,2,5,2,3,5,5,4,4,4,2,4,3,4,5,0,0.0,1,0,1,0.0,1,0
323,38,237,2,5,2,2,5,2,5,5,5,4,5,4,5,5,0,0.0,1,0,1,0.0,1,0
324,28,731,2,3,2,2,3,2,3,3,4,1,5,4,1,3,13,9.0,0,1,1,0.0,1,0
325,19,264,1,2,1,3,3,1,3,3,2,3,4,3,3,3,0,0.0,1,0,1,0.0,1,0
326,22,733,0,3,0,3,2,3,2,2,5,4,5,2,4,2,0,9.0,0,1,1,0.0,1,1
327,7,700,3,5,3,5,3,3,3,3,1,1,4,4,2,3,79,71.0,1,0,1,0.0,1,0
328,66,110,0,5,0,1,4,3,4,2,2,0,2,1,2,2,0,0.0,1,0,1,0.0,1,1
329,18,402,3,1,3,3,5,3,5,5,4,3,4,1,3,5,1,0.0,1,0,1,0.0,1,0
330,43,1136,5,5,5,1,4,5,4,1,1,5,1,5,1,5,0,1.0,1,0,1,0.0,2,1
331,56,599,5,3,5,3,2,2,3,3,3,5,3,5,3,1,0,0.0,1,0,1,0.0,1,1
332,24,643,2,4,1,1,1,1,1,1,5,5,4,3,4,1,0,2.0,1,0,1,0.0,0,0
333,31,67,2,5,2,5,4,2,4,4,3,5,5,4,4,4,0,17.0,0,1,1,0.0,1,0
334,14,1709,4,3,4,3,5,4,5,5,1,2,3,3,2,5,4,0.0,1,0,1,0.0,2,0
335,68,226,4,4,4,1,5,4,5,4,4,4,4,4,4,4,0,0.0,1,0,1,0.0,1,1
336,40,455,4,5,4,3,5,4,5,5,3,5,5,4,5,5,0,0.0,1,0,1,0.0,1,1
337,62,1504,1,5,1,3,5,1,5,5,4,3,4,5,1,5,57,59.0,0,1,1,0.0,1,0
338,38,257,0,5,0,3,3,0,3,3,3,1,5,2,3,3,0,0.0,1,0,1,0.0,1,1
339,42,761,3,4,3,2,1,4,3,5,5,3,5,3,5,1,16,12.0,1,0,1,0.0,1,0
340,48,883,4,3,4,3,3,3,3,4,4,4,4,4,4,4,0,0.0,1,0,1,0.0,1,1
341,52,1814,2,5,2,3,2,2,2,2,5,5,5,4,5,2,5,7.0,0,1,1,0.0,1,0
342,10,643,4,5,4,2,2,4,1,2,4,2,4,3,4,2,0,0.0,1,0,1,0.0,1,1
343,68,1379,5,4,5,5,2,5,2,2,5,3,4,5,4,2,1,0.0,0,1,1,0.0,1,1
344,45,864,5,5,5,1,1,5,1,1,3,4,4,5,5,1,0,0.0,0,1,1,0.0,1,1
345,50,1491,3,4,4,3,1,4,1,1,4,2,3,3,4,1,0,0.0,0,1,1,0.0,1,0
346,37,771,2,4,2,4,3,2,3,3,3,5,4,4,5,3,0,0.0,1,0,1,0.0,1,0
347,32,590,3,4,3,1,2,3,4,2,5,5,5,3,5,2,0,0.0,0,1,1,0.0,1,0
348,46,786,2,5,2,5,3,5,4,1,1,2,1,4,1,3,0,0.0,1,0,1,0.0,1,0
349,39,440,4,5,4,3,3,4,3,3,5,4,5,4,4,3,0,0.0,0,1,1,0.0,0,1
350,30,2239,2,4,2,2,4,2,4,4,4,3,4,3,5,4,0,0.0,0,1,1,0.0,1,0
351,11,223,4,5,4,1,1,4,1,1,4,5,4,4,4,1,0,0.0,1,0,1,0.0,1,1
352,15,1013,4,2,4,3,1,4,1,1,1,5,3,2,4,1,11,4.0,1,0,1,0.0,0,1
353,41,224,5,4,0,4,2,0,1,2,1,5,5,3,1,2,0,0.0,1,0,1,0.0,1,1
354,50,1481,2,5,2,4,3,2,3,3,3,3,2,2,4,3,2,0.0,0,1,1,0.0,1,0
355,41,358,4,4,4,4,5,4,1,5,1,2,4,5,5,5,9,0.0,1,0,1,0.0,1,1
356,35,337,2,5,2,3,4,2,1,4,3,4,5,3,5,4,5,9.0,0,1,1,0.0,1,0
357,18,163,3,3,3,1,2,3,2,2,4,3,4,2,5,2,0,0.0,1,0,1,0.0,1,0
358,17,1035,1,3,1,3,5,1,5,5,3,3,3,3,4,5,16,18.0,1,0,1,0.0,1,0
359,47,304,4,4,4,5,4,4,5,1,1,4,1,3,1,5,0,0.0,1,0,1,0.0,2,1
360,69,372,0,5,0,4,4,5,4,1,1,0,1,3,1,3,5,0.0,1,0,1,0.0,1,1
361,63,999,5,2,5,4,3,5,3,3,4,4,4,3,4,3,0,4.0,0,1,1,0.0,1,1
362,31,781,2,3,2,3,5,2,1,5,4,3,4,5,5,5,6,6.0,1,0,1,0.0,1,0
363,48,864,1,4,1,5,4,1,4,4,3,5,5,4,5,4,6,0.0,0,1,1,0.0,1,0
364,38,187,5,5,0,3,2,0,2,2,4,2,5,4,4,2,0,0.0,1,0,1,0.0,1,1
365,42,746,4,4,4,4,2,3,4,1,1,4,1,2,1,3,0,0.0,1,0,1,0.0,0,0
366,28,1189,1,4,1,3,4,1,4,4,4,5,4,5,5,4,0,0.0,0,1,1,0.0,0,0
367,28,268,1,0,0,2,3,0,2,3,4,1,2,2,3,3,0,0.0,1,0,1,0.0,1,0
368,58,356,5,4,5,2,2,5,2,2,3,4,5,4,5,2,12,0.0,0,1,1,0.0,1,1
369,23,101,3,4,3,3,2,3,2,2,1,2,2,3,3,2,1,3.0,0,1,1,0.0,1,0
370,16,1102,2,4,2,4,3,2,3,3,3,5,4,5,2,3,12,3.0,0,1,1,0.0,1,0
371,62,1014,2,1,3,2,3,1,2,1,1,3,1,4,1,1,0,12.0,1,0,1,0.0,0,0
372,8,338,5,5,4,4,5,4,5,5,3,2,4,3,5,5,0,0.0,0,1,1,0.0,1,1
373,69,1068,4,5,4,3,3,4,5,3,3,4,3,4,3,3,7,1.0,1,0,1,0.0,1,1
374,28,252,3,4,0,4,5,0,5,5,1,1,4,4,3,5,0,0.0,1,0,1,0.0,1,0
375,63,1522,5,4,5,2,4,5,4,4,4,2,4,3,5,4,0,0.0,0,1,1,0.0,1,1
376,62,295,1,5,1,3,4,5,4,3,3,1,3,5,3,4,8,0.0,1,0,1,0.0,1,0
377,31,759,3,1,3,2,4,3,5,4,4,2,3,3,3,4,0,30.0,0,1,1,0.0,1,0
378,49,517,3,5,3,5,3,4,4,3,3,3,4,5,3,5,6,5.0,1,0,1,0.0,1,0
379,11,663,3,1,3,3,2,3,2,2,2,3,2,2,4,2,0,0.0,1,0,1,0.0,1,0
380,51,1521,3,3,3,3,2,3,2,2,2,3,3,3,4,2,5,0.0,0,1,1,0.0,0,0
381,59,587,5,3,5,3,2,5,5,2,3,1,3,4,2,2,11,5.0,0,1,1,0.0,1,1
382,59,337,5,3,4,2,3,4,3,3,3,4,3,4,2,3,0,0.0,0,1,1,0.0,1,1
383,63,163,5,4,5,3,4,5,4,2,2,5,2,4,2,5,0,0.0,1,0,1,0.0,1,1
384,33,911,4,4,5,3,3,5,3,3,4,4,4,5,5,3,11,0.0,0,1,1,0.0,0,1
385,57,404,2,5,2,3,4,5,4,1,1,2,1,5,1,4,0,13.0,1,0,1,0.0,1,0
386,29,1053,5,4,5,2,2,4,2,2,4,2,5,4,5,2,1,0.0,1,0,1,0.0,1,1
387,16,834,0,5,0,4,4,0,4,4,5,3,5,3,5,4,15,0.0,1,0,1,0.0,1,1
388,60,599,0,0,0,3,3,4,3,1,1,0,1,4,1,3,0,0.0,1,0,1,0.0,1,1
389,61,1773,5,4,5,3,4,5,4,4,3,4,2,3,4,4,1,0.0,0,1,1,0.0,1,1
390,28,101,4,5,4,3,2,4,2,2,5,5,4,4,5,2,0,3.0,1,0,1,0.0,1,1
391,36,782,5,4,5,4,1,5,3,1,3,2,5,4,4,1,0,0.0,0,1,1,0.0,1,1
392,22,1199,2,2,2,4,1,2,1,1,2,3,3,3,4,1,55,82.0,1,0,1,0.0,1,0
393,46,447,5,4,5,3,3,4,5,5,5,5,5,1,5,1,0,0.0,1,0,1,0.0,1,1
394,25,425,5,4,5,4,5,5,5,5,3,5,5,3,4,5,0,0.0,0,1,1,0.0,1,1
395,67,282,5,5,5,3,3,5,4,4,4,5,2,5,4,3,2,0.0,1,0,1,0.0,1,1
396,35,314,4,5,4,4,3,4,3,3,3,3,5,5,5,3,31,13.0,1,0,1,0.0,1,0
397,69,611,3,5,3,3,2,3,2,5,5,3,5,4,5,1,2,11.0,1,0,1,0.0,1,0
398,27,1416,0,2,0,3,1,0,1,1,1,1,2,3,3,1,0,0.0,1,0,1,0.0,1,1
399,68,157,5,4,5,2,4,4,5,4,4,5,4,3,4,3,0,0.0,1,0,1,0.0,0,1
400,59,2475,5,4,5,3,4,4,4,3,4,4,4,4,2,4,0,0.0,1,0,1,0.0,0,1
401,15,1533,3,5,3,5,5,3,5,5,4,4,5,4,5,5,5,0.0,1,0,1,0.0,1,0
402,7,576,2,5,2,1,1,2,1,1,3,2,5,4,4,1,0,9.0,0,1,1,0.0,1,0
403,26,1585,2,1,2,1,4,2,1,4,2,1,1,1,2,4,10,0.0,0,1,1,0.0,1,0
404,53,1400,3,1,3,3,3,4,3,4,4,3,4,3,4,1,0,0.0,1,0,1,0.0,1,0
405,70,238,5,4,5,1,5,5,5,5,3,2,4,5,4,5,54,46.0,1,0,0,0.0,1,1
406,46,757,3,5,3,2,5,3,5,5,3,2,5,3,5,5,0,0.0,0,1,1,0.0,1,0
407,63,399,2,3,2,4,1,2,1,1,5,3,2,1,4,1,0,0.0,0,1,1,0.0,1,0
408,69,781,0,5,0,4,5,5,4,2,2,0,5,5,2,3,0,0.0,1,0,1,0.0,1,1
409,41,404,3,4,3,3,3,3,2,3,4,2,5,2,3,3,0,0.0,0,1,1,0.0,0,0
410,11,247,5,3,5,2,5,5,5,5,3,1,2,4,2,5,0,1.0,1,0,1,0.0,1,1
411,55,1379,2,1,2,4,5,2,5,5,4,3,3,3,3,5,0,0.0,0,1,1,0.0,1,0
412,15,416,4,1,4,3,5,4,1,5,4,4,3,3,2,5,0,0.0,0,1,1,0.0,1,1
413,43,187,1,5,1,3,2,1,1,2,4,4,5,3,5,2,0,0.0,0,1,1,0.0,1,0
414,25,1372,2,1,2,3,2,2,2,2,2,5,2,4,3,2,22,6.0,0,1,1,0.0,1,0
415,9,596,4,4,4,4,4,4,4,4,2,2,4,1,4,4,0,0.0,1,0,1,0.0,1,1
416,62,1947,0,5,0,4,2,0,2,2,5,5,5,3,5,2,5,4.0,0,1,1,0.0,1,1
417,31,909,5,3,5,3,5,5,5,5,1,1,2,1,2,5,4,4.0,1,0,1,0.0,1,1
418,9,711,1,4,0,2,2,0,2,2,5,5,5,4,4,2,26,19.0,1,0,1,0.0,1,0
419,40,860,5,1,5,3,3,5,3,3,4,3,3,1,3,3,0,0.0,0,1,1,0.0,1,1
420,20,911,4,4,4,4,5,4,1,5,3,4,3,3,4,5,0,3.0,0,1,1,0.0,2,1
421,62,253,3,5,3,2,4,3,4,4,5,3,5,5,4,4,0,0.0,0,1,1,0.0,1,0
422,53,235,1,3,1,4,4,1,2,4,4,3,4,1,3,4,0,7.0,1,0,0,0.0,1,0
423,22,397,4,2,4,3,1,4,4,1,4,1,4,2,3,1,0,0.0,1,0,1,0.0,0,1
424,50,486,4,4,2,2,5,2,5,5,4,3,4,4,4,5,34,17.0,0,1,1,0.0,1,1
425,51,239,2,1,2,3,5,2,5,5,4,4,3,2,3,5,6,0.0,0,1,1,0.0,1,0
426,20,391,4,3,4,4,5,4,5,5,4,1,2,2,5,5,30,2.0,0,1,1,0.0,1,1
427,34,563,3,5,3,3,2,3,4,2,5,3,5,4,5,2,23,8.0,0,1,1,0.0,1,0
428,10,2689,3,5,3,3,4,3,4,4,4,4,4,5,5,4,0,3.0,0,1,1,0.0,1,0
429,10,304,3,4,3,3,3,3,3,3,5,2,4,5,5,3,20,31.0,0,1,1,0.0,1,0
430,49,436,0,4,0,1,2,5,5,3,3,0,3,5,3,3,0,0.0,0,1,1,0.0,2,1
431,50,439,4,5,4,2,4,5,5,5,5,4,2,4,5,4,0,0.0,1,0,1,0.0,1,1
432,68,405,4,2,4,3,5,2,2,1,1,4,1,1,1,4,0,0.0,1,0,1,0.0,1,0
433,53,393,4,5,3,2,2,4,5,4,4,3,4,3,4,4,0,0.0,1,0,1,0.0,2,1
434,18,715,4,2,4,3,1,4,1,1,4,4,4,3,4,1,3,4.0,0,1,1,0.0,1,1
435,59,809,5,2,5,2,3,3,2,3,3,5,3,2,3,1,0,0.0,1,0,1,0.0,1,1
436,54,920,2,5,2,1,3,2,3,3,4,2,4,3,4,3,2,1.0,0,1,1,0.0,1,0
437,16,581,4,4,4,2,1,4,1,1,3,5,5,4,4,1,0,0.0,0,1,1,0.0,1,1
438,32,1129,2,5,2,4,1,2,2,1,4,5,3,3,4,1,2,0.0,1,0,1,0.0,2,0
439,65,562,1,5,1,2,5,4,5,4,4,1,5,3,4,3,8,0.0,0,1,1,0.0,2,0
440,19,899,0,4,0,1,2,0,2,2,5,5,4,5,5,2,6,0.0,0,1,1,0.0,1,1
441,18,341,1,4,5,3,2,5,2,2,3,4,4,3,4,2,0,0.0,0,1,1,0.0,1,0
442,33,427,3,4,3,3,2,3,2,2,4,1,3,1,4,2,0,0.0,1,0,1,0.0,1,0
443,49,873,3,4,3,3,3,3,3,3,4,3,3,3,4,3,0,0.0,0,1,1,0.0,0,0
444,23,1014,3,3,3,3,4,3,4,4,4,5,2,3,3,4,53,44.0,0,1,1,0.0,0,0
445,13,401,5,5,5,1,5,5,5,5,5,2,5,5,4,5,0,0.0,0,1,1,0.0,1,1
446,47,2176,4,4,4,5,4,4,2,4,4,4,4,3,4,4,0,0.0,1,0,1,0.0,1,1
447,10,337,5,5,5,4,1,5,1,1,4,4,5,4,5,1,1,0.0,0,1,1,0.0,1,1
448,53,262,5,2,0,4,5,0,5,5,4,4,3,4,4,5,0,0.0,0,1,1,0.0,1,1
449,25,862,4,5,4,4,3,4,3,3,3,3,5,5,4,3,14,3.0,0,1,1,0.0,1,0
450,69,612,4,4,4,2,4,4,4,4,2,1,3,3,4,4,0,0.0,0,1,1,0.0,1,1
451,42,508,3,4,3,3,3,3,3,3,3,2,5,3,4,3,0,0.0,0,1,1,0.0,1,0
452,44,1235,1,2,1,2,2,2,3,1,1,1,1,1,1,3,0,0.0,1,0,1,0.0,1,0
453,27,1846,2,5,1,4,2,1,2,2,1,3,3,4,3,2,0,0.0,0,1,1,0.0,1,0
454,56,109,5,5,5,4,5,5,5,5,4,4,5,5,5,5,0,0.0,0,1,1,0.0,1,1
455,13,577,5,4,5,2,2,5,2,2,5,3,5,5,5,2,0,0.0,0,1,1,0.0,1,1
456,66,285,2,2,2,3,4,3,4,1,1,2,1,4,1,2,10,7.0,1,0,1,0.0,2,0
457,59,216,1,4,1,4,3,3,4,4,4,1,4,2,4,2,0,0.0,1,0,1,0.0,1,0
458,14,213,4,3,4,2,3,4,3,3,3,4,3,4,3,3,0,0.0,0,1,1,0.0,1,0
459,42,1448,5,3,5,2,1,5,1,1,3,3,5,4,2,1,0,0.0,0,1,1,0.0,1,1
460,34,604,5,5,5,2,3,5,2,3,3,3,4,3,4,3,0,0.0,0,1,1,0.0,0,1
461,7,977,4,5,4,4,4,4,4,4,4,5,4,4,3,4,189,185.0,0,1,1,0.0,1,0
462,35,95,5,4,5,1,3,5,3,3,4,4,5,3,4,3,2,0.0,1,0,1,0.0,1,1
463,46,2588,2,5,2,1,2,5,5,3,2,4,1,5,1,5,0,27.0,0,1,1,0.0,1,0
464,69,587,0,5,0,3,3,0,3,3,3,3,5,4,5,3,0,0.0,0,1,1,0.0,1,1
465,47,804,2,5,2,2,1,2,2,5,5,2,5,2,5,1,0,0.0,1,0,1,0.0,1,0
466,40,637,4,5,4,2,4,4,4,4,4,4,4,3,4,4,42,54.0,1,0,1,0.0,0,0
467,70,2486,4,1,4,2,1,2,2,5,5,4,5,2,5,2,3,2.0,1,0,1,0.0,1,1
468,40,787,2,4,2,3,4,2,4,4,4,2,4,3,4,4,0,0.0,1,0,1,0.0,1,0
469,16,1013,0,2,0,3,3,0,3,3,1,3,3,4,2,3,0,0.0,1,0,1,0.0,1,1
470,54,872,1,1,1,3,2,3,4,2,2,1,1,1,2,2,0,0.0,1,0,1,0.0,1,0
471,36,184,2,5,2,1,1,2,1,1,4,2,5,4,5,1,0,14.0,1,0,1,0.0,1,0
472,14,1931,5,5,5,2,4,5,1,4,5,3,5,4,5,4,1,0.0,1,0,1,0.0,2,1
473,35,226,0,5,0,2,4,4,4,1,1,0,1,5,1,4,0,0.0,0,1,1,0.0,2,1
474,10,550,2,4,2,4,4,2,1,4,3,1,3,4,3,4,0,0.0,0,1,1,0.0,1,0
475,7,1027,3,4,3,4,5,3,5,5,4,3,5,3,4,5,0,15.0,0,1,1,0.0,0,0
476,69,2288,4,3,4,2,4,5,5,2,2,1,3,5,2,5,0,0.0,0,1,1,0.0,1,0
477,31,1092,2,1,1,3,5,1,5,5,4,5,4,4,4,5,0,0.0,1,0,1,0.0,1,0
478,14,449,5,5,5,1,1,5,1,1,5,2,4,4,4,1,1,0.0,0,1,1,0.0,1,1
479,44,825,4,5,4,3,3,4,3,3,4,5,5,4,4,3,0,0.0,0,1,1,0.0,1,1
480,33,2521,4,3,4,3,4,2,2,3,5,2,2,2,3,2,0,0.0,0,1,1,0.0,1,1
481,42,667,3,4,4,1,3,4,3,3,3,5,5,5,4,3,0,0.0,0,1,1,0.0,1,0
482,34,227,1,5,1,4,4,1,4,4,3,2,5,5,4,4,5,3.0,0,1,1,0.0,0,0
483,35,333,2,4,2,5,2,2,2,2,4,4,4,3,5,2,0,0.0,1,0,1,0.0,1,0
484,67,280,1,4,1,3,3,5,5,3,3,1,3,4,3,4,10,7.0,1,0,1,0.0,1,0
485,64,500,2,5,2,3,2,4,5,3,3,2,3,4,3,5,0,0.0,1,0,1,0.0,2,0
486,44,366,5,5,5,2,5,3,2,4,4,5,2,2,4,4,1,0.0,1,0,1,0.0,0,1
487,46,1315,2,5,2,4,2,2,2,2,4,4,5,5,4,2,15,0.0,0,1,1,0.0,1,0
488,13,1235,3,4,3,2,3,3,4,3,5,5,4,3,4,3,0,0.0,0,1,1,0.0,1,0
489,14,236,4,5,4,5,2,4,2,2,4,4,4,3,4,2,1,0.0,1,0,1,0.0,0,0
490,46,834,0,5,0,4,5,5,4,3,3,0,3,3,3,4,0,5.0,1,0,1,0.0,1,1
491,25,954,3,5,3,5,1,3,2,1,5,3,4,5,5,1,1,11.0,1,0,1,0.0,1,0
492,8,728,2,3,1,3,3,1,3,3,1,1,3,2,3,3,0,0.0,1,0,1,0.0,1,0
493,29,674,4,5,4,4,4,4,4,4,4,4,4,4,5,4,0,0.0,1,0,1,0.0,1,1
494,48,1547,1,2,1,4,3,4,4,4,4,1,3,4,4,1,0,0.0,1,0,1,0.0,1,0
495,64,1259,4,5,4,2,2,4,2,2,4,5,3,4,4,2,20,5.0,0,1,1,0.0,1,1
496,10,541,2,4,2,3,2,2,2,2,4,3,5,2,2,2,0,0.0,1,0,1,0.0,1,0
497,9,1726,2,5,2,1,3,2,3,3,4,2,5,2,2,3,0,0.0,1,0,1,0.0,1,0
498,37,500,2,4,2,1,2,3,3,5,2,4,4,3,3,3,215,203.0,0,1,1,0.0,1,0
499,45,299,5,4,5,4,1,5,1,1,4,5,4,3,4,1,0,0.0,0,1,1,0.0,1,1
500,14,1956,4,0,4,3,2,4,4,2,3,3,4,4,4,2,19,8.0,0,1,1,0.0,1,0
501,13,1984,4,2,4,4,1,4,3,1,2,5,4,4,4,1,0,0.0,0,1,1,0.0,1,1
502,41,214,5,0,5,1,4,5,4,4,3,2,4,5,5,4,0,9.0,1,0,1,0.0,1,1
503,30,472,2,4,2,5,2,2,4,2,3,2,5,3,5,2,45,42.0,0,1,1,0.0,0,0
504,36,404,2,5,2,4,4,2,3,4,4,2,4,5,5,4,0,26.0,0,1,1,0.0,1,0
